"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
8.91746121124367e-22,0.64469916690272,0.353,0.295,1.71857312463088e-17,"2","PSMA2"
1.78985251234627e-21,0.559383179771366,0.436,0.389,3.44940376179374e-17,"2","C1QBP"
3.25900821714939e-21,0.551313793165557,0.424,0.375,6.28076063609031e-17,"2","AK2"
5.29356724250284e-21,0.710884545997243,0.254,0.191,1.02017627897515e-16,"2","FYN"
5.93522661268e-21,0.758223473993393,0.294,0.237,1.14383687279569e-16,"2","BIN1"
6.22811374639872e-21,0.38827827995003,0.554,0.53,1.20028208120596e-16,"2","MRPS21"
7.83732659652249e-21,0.647948762701264,0.264,0.201,1.51040958168182e-16,"2","TOMM5"
8.1888052071602e-21,0.683835073789275,0.309,0.249,1.57814653952391e-16,"2","CLDN10"
8.1979797569463e-21,0.779587801568948,0.274,0.217,1.57991465875869e-16,"2","SLC39A4"
9.66034968612376e-21,0.466053552794183,0.442,0.389,1.86174259150977e-16,"2","CAMK2N1"
3.47284047490393e-20,0.475215391521003,0.457,0.412,6.69285816323485e-16,"2","GLS"
4.37873105519161e-20,0.620204138058305,0.374,0.324,8.43869048956528e-16,"2","SUCLG2"
4.52689586165175e-20,0.481352998537842,0.495,0.461,8.72423370457526e-16,"2","ANAPC16"
4.86717661397489e-20,0.651229411723923,0.326,0.27,9.38002277045241e-16,"2","NSA2"
7.19353302111637e-20,0.487767885753253,0.499,0.471,1.38633768382955e-15,"2","SCAND1"
7.51599143897215e-20,0.686989117217853,0.318,0.266,1.44848187011871e-15,"2","MRPL21"
8.2260794991774e-20,0.398489570082924,0.547,0.525,1.58533004108147e-15,"2","CIRBP"
1.3236888128694e-19,0.448508061536391,0.405,0.332,2.5510130801619e-15,"2","APOM"
1.79943985738466e-19,0.368722609749971,0.632,0.599,3.46788049315172e-15,"2","MGST1"
4.62672254000246e-19,0.664030251828144,0.273,0.215,8.91661967909275e-15,"2","SMIM1"
6.25888668246308e-19,0.420047785709257,0.484,0.445,1.20621264144428e-14,"2","HINT2"
9.48700752716152e-19,0.392829069453658,0.538,0.517,1.82833609063457e-14,"2","APRT"
1.01175118870405e-18,0.479589451157808,0.449,0.406,1.94984689087045e-14,"2","CYC1"
3.38012828808445e-18,0.520644171605984,0.344,0.284,6.51418323679636e-14,"2","RAB11FIP3"
5.065665193163e-18,0.326899911210187,0.611,0.586,9.76254996026374e-14,"2","FIS1"
5.64818491352491e-18,0.373886478670924,0.543,0.519,1.08851819653452e-13,"2","EIF4A2"
3.35090910035112e-17,0.470803094609876,0.442,0.401,6.45787201819668e-13,"2","RWDD1"
6.58429112728125e-17,0.284041922388789,0.624,0.603,1.26892458604964e-12,"2","ATP5F1B"
6.98497940814181e-17,0.507429007320888,0.333,0.278,1.34614523153709e-12,"2","AGXT2"
1.16822488898056e-16,0.577875688004224,0.367,0.324,2.25140300604333e-12,"2","NDUFS2"
4.52930576045768e-16,0.32660869249632,0.595,0.585,8.72887806155405e-12,"2","EIF3E"
4.58382684740561e-16,0.307698148804915,0.598,0.589,8.83395110032009e-12,"2","NDUFB10"
4.77565625071032e-16,0.566203012337576,0.39,0.353,9.20364472636894e-12,"2","RSL24D1"
9.83284888951182e-16,0.621594600073385,0.266,0.214,1.89498663798672e-11,"2","ANGPTL3"
1.51409651657018e-15,0.282935495190765,0.641,0.647,2.91796680673404e-11,"2","TBCA"
5.89477714504082e-15,0.623798377081316,0.302,0.257,1.13604145139227e-10,"2","ABHD14B"
5.91056278407618e-15,0.32867618562283,0.558,0.535,1.13908365974716e-10,"2","UQCRFS1"
5.92858108247808e-15,0.632621716040937,0.292,0.247,1.14255614621517e-10,"2","ATP6V1B2"
7.12470928359258e-15,0.570490378453308,0.316,0.269,1.37307397313396e-10,"2","FAH"
1.24428782687128e-14,0.456046382032471,0.426,0.389,2.39799149994633e-10,"2","MTIF3"
2.29194126892784e-14,0.334258718301254,0.561,0.55,4.41702921347772e-10,"2","PHPT1"
3.69505739782114e-14,0.490512233346769,0.38,0.344,7.1211146170809e-10,"2","ANAPC13"
3.79759442042597e-14,0.503937812955692,0.387,0.349,7.31872396704494e-10,"2","ZFAS1"
4.06426138064483e-14,0.437933756271973,0.469,0.44,7.83264453277872e-10,"2","GSTO1"
5.12659177666529e-14,0.566738740970719,0.333,0.293,9.87996767198935e-10,"2","TRAPPC6A"
7.11498340953723e-14,0.427424746813978,0.402,0.365,1.37119960268602e-09,"2","RPA3"
7.53208725610369e-14,0.488654139348797,0.383,0.344,1.4515838559963e-09,"2","ETFA"
1.93319672699872e-13,0.486511062361614,0.378,0.341,3.72565673227193e-09,"2","SELENOW"
2.17205425358056e-13,0.645429344184396,0.257,0.213,4.18598295750045e-09,"2","RABGGTB"
2.21626837368641e-13,0.61298213667827,0.279,0.236,4.27119240976845e-09,"2","PPP1CB"
3.32531789874522e-13,0.719805842394328,0.252,0.21,6.40855265446179e-09,"2","SNX10"
4.41462561425612e-13,0.519523005322383,0.348,0.309,8.5078664837944e-09,"2","NDUFAF8"
1.02522525914697e-12,0.632439258215153,0.291,0.252,1.97581411942803e-08,"2","MRPL40"
1.19301176552894e-12,0.400586413748889,0.458,0.424,2.29917227452737e-08,"2","DHRS4L2"
1.40273987097747e-12,0.526922709129038,0.332,0.292,2.70336027934779e-08,"2","MACROD1"
1.46495909322494e-12,0.3649171420289,0.502,0.487,2.82326916446311e-08,"2","TIMM13"
1.5204039894186e-12,0.614658085919448,0.267,0.225,2.93012256840753e-08,"2","SRRM1"
3.0388338171332e-12,0.649686032466199,0.273,0.236,5.8564405323791e-08,"2","ASL"
3.87696746726908e-12,0.51319806998121,0.314,0.272,7.47169170292097e-08,"2","SLC6A13"
6.96744561099197e-12,0.364688112439743,0.509,0.502,1.34276611815037e-07,"2","SMDT1"
1.30317385670909e-11,0.304707703407242,0.593,0.594,2.51147665664975e-07,"2","SCP2"
1.64943472743328e-11,0.500266713725694,0.352,0.318,3.17879060670941e-07,"2","AP1M2"
2.53587044707919e-11,0.466940976948227,0.259,0.215,4.88712952561102e-07,"2","ZSCAN16-AS1"
3.8966376998207e-11,0.552768397306704,0.308,0.274,7.50960017509445e-07,"2","PA2G4"
4.76667638579473e-11,0.344150702782065,0.511,0.499,9.18633873070359e-07,"2","NDUFAF3"
5.11810742052866e-11,0.403026965240303,0.435,0.413,9.86361662084284e-07,"2","GTF2H5"
6.43176441127196e-11,0.524093634179414,0.273,0.235,1.23952963734033e-06,"2","FAM200B"
7.71392020902382e-11,0.438516475917239,0.358,0.324,1.48662670268307e-06,"2","HIBADH"
1.11903344515312e-10,0.297980893291297,0.564,0.571,2.15660125549909e-06,"2","MZT2B"
2.18551134500266e-10,0.46420629016152,0.336,0.301,4.21191746408912e-06,"2","CALD1"
2.81071016121178e-10,0.552477320543888,0.295,0.261,5.41680062268733e-06,"2","SON"
3.33390424615347e-10,0.306540962320958,0.563,0.569,6.42510026318697e-06,"2","GUK1"
5.34611985872043e-10,0.276849978313842,0.568,0.565,1.0303042191726e-05,"2","NDUFV2"
6.1782922379377e-10,0.499705924222771,0.311,0.28,1.19068048009535e-05,"2","MCRIP2"
6.71615952191121e-10,0.420159535729423,0.38,0.352,1.29433826306273e-05,"2","UQCRC1"
2.96006893810365e-09,0.495192739527383,0.331,0.303,5.70464485751335e-05,"2","SCOC"
6.02378153784329e-09,0.478434263163336,0.327,0.298,0.000116090317797316,"2","POLR2F"
6.23824469815338e-09,0.270965082587038,0.56,0.561,0.000120223451822812,"2","AURKAIP1"
1.24516738226609e-08,0.49694112553876,0.26,0.228,0.000239968657910321,"2","SVIP"
1.4227010792506e-08,0.322965797864076,0.499,0.496,0.000274182951993175,"2","LAMTOR2"
1.4644400977807e-08,0.336751503266645,0.473,0.465,0.000282226895644296,"2","VDAC1"
1.90827340880993e-08,0.399606015075458,0.413,0.394,0.00036776245134585,"2","SMS"
1.98706303978404e-08,0.343103931789055,0.369,0.338,0.00038294678902718,"2","ANPEP"
6.08110886254569e-08,0.415024469209509,0.365,0.343,0.0011719512999898,"2","MRPS33"
6.52941390141898e-08,0.352277223259124,0.427,0.414,0.00125834864708146,"2","NDUFV1"
7.3128753165221e-08,0.420078337565831,0.399,0.388,0.00140933733100014,"2","MRPL54"
8.72145104987585e-08,0.475732303814316,0.314,0.29,0.00168079804633207,"2","AP1S1"
2.41771721888627e-07,0.394318556784037,0.384,0.366,0.00465942462423762,"2","MRPL34"
4.18615819497131e-07,0.494834968596303,0.252,0.225,0.00806756407334871,"2","CHP1"
4.19496064162438e-07,0.410282973014254,0.286,0.258,0.0080845281485385,"2","BOLA3"
6.37693353895045e-07,0.381179883060048,0.331,0.305,0.0122896263162653,"2","FUOM"
6.58154353587172e-07,0.296339132118294,0.514,0.525,0.012683950702332,"2","CIB1"
8.57177842999437e-07,0.463388830163053,0.333,0.316,0.0165195313902851,"2","MGMT"
9.32637102093493e-07,0.447030268532447,0.292,0.267,0.0179737822315458,"2","HIST1H1C"
1.23215435639891e-06,0.369119736136402,0.383,0.368,0.0237460787565197,"2","SLC9A3R1"
1.30260990784081e-06,0.500955431441436,0.295,0.275,0.0251038981439081,"2","NARS"
1.7810530833981e-06,0.262721700085728,0.526,0.538,0.0343244550232482,"2","GNG5"
2.70408283029126e-06,0.481600638378637,0.261,0.236,0.0521130843053732,"2","EIF5B"
2.94958193036935e-06,0.562991860220003,0.264,0.245,0.0568443429620782,"2","EIF3I"
4.98127147882255e-06,0.25384296763805,0.336,0.306,0.0959990639398682,"2","ACSM2A"
6.08940372207796e-06,0.440270248987519,0.313,0.296,0.117354988531886,"2","SYF2"
7.59046426770651e-06,0.275450180999166,0.476,0.481,0.14628342736724,"2","SELENOH"
9.35765277017635e-06,0.367660328588846,0.351,0.335,0.180340684186839,"2","EIF2S2"
1.04044968221302e-05,0.474971507124621,0.302,0.285,0.200515462756094,"2","STOML2"
1.1266401192524e-05,0.452882021955968,0.325,0.31,0.217126083782323,"2","UQCRC2"
1.1437178008818e-05,0.468747581305627,0.292,0.276,0.220417294585941,"2","CMPK1"
1.50740325905149e-05,0.470201012484258,0.29,0.273,0.290506756084403,"2","CCNG1"
1.84952484085958e-05,0.383824381751939,0.35,0.337,0.356440427330459,"2","SEPHS2"
1.94799364345096e-05,0.34115012590254,0.424,0.422,0.375417334965868,"2","PSMB7"
2.77802743268108e-05,0.409208834113412,0.273,0.253,0.535381446826298,"2","GABARAPL1"
2.80229604241137e-05,0.418600481585502,0.352,0.343,0.540058493293519,"2","CHMP5"
2.90564661084323e-05,0.311689387549267,0.44,0.44,0.559976214841707,"2","COPE"
3.18346235117341e-05,0.544282191890472,0.264,0.25,0.613516864318139,"2","RBPMS"
7.06188221661875e-05,0.261297078479527,0.387,0.368,1,"2","GCHFR"
7.55379480048597e-05,0.442158140458495,0.269,0.253,1,"2","PMVK"
7.59934290948662e-05,0.304046746360183,0.443,0.451,1,"2","MRPL52"
0.000123624345433625,0.521766132100322,0.258,0.245,1,"2","MRPS35"
0.000126308553816848,0.316015874561309,0.339,0.322,1,"2","FTCD"
0.00017546885625112,0.329198978084635,0.38,0.374,1,"2","NDUFS4"
0.000354990377468281,0.346848215312591,0.269,0.251,1,"2","GPD1"
0.000388568141625431,0.395761405671363,0.25,0.233,1,"2","MCUR1"
0.000599873180261819,0.268934061950172,0.475,0.488,1,"2","CHMP2A"
0.00102350151070534,0.316981068540823,0.391,0.39,1,"2","PSMB5"
0.00184216134514147,0.269975237794106,0.381,0.379,1,"2","HSD17B10"
0.00208342367924638,0.400112287237043,0.301,0.297,1,"2","TPMT"
0.00316401387775849,0.261426322171964,0.414,0.419,1,"2","DECR1"
0.00341403751841336,0.319042387863119,0.291,0.282,1,"2","SMIM37"
0.00475122444678797,0.375766250350857,0.253,0.243,1,"2","CHCHD1"
0.00533178140130679,0.289960122441931,0.304,0.295,1,"2","TUBB4B"
0,5.701516665152,0.66,0.016,0,"3","MTRNR2L1"
0,2.51695514738968,0.773,0.224,0,"3","GADD45A"
0,4.88710767338779,0.56,0.03,0,"3","MTRNR2L8"
0,5.70044482787225,0.516,0.012,0,"3","MTRNR2L10"
0,1.89621035875024,0.824,0.337,0,"3","GLYATL1"
0,3.61979300587833,0.536,0.05,0,"3","FN3K"
0,2.27556828559651,0.724,0.248,0,"3","GSTA2"
0,1.88970459202415,0.865,0.396,0,"3","BHMT"
0,5.61390410603598,0.459,0.011,0,"3","MTRNR2L6"
0,1.31369049892653,0.808,0.37,0,"3","ADIRF"
0,1.59584395233111,0.704,0.269,0,"3","CMBL"
0,4.09001246654889,0.473,0.042,0,"3","MTRNR2L12"
0,1.46536325895208,0.895,0.466,0,"3","CRYL1"
0,1.47051518424897,0.831,0.404,0,"3","FBP1"
0,3.66930390365032,0.467,0.041,0,"3","ERRFI1"
0,1.53864644773296,0.835,0.411,0,"3","ALDH2"
0,1.69469071883312,0.672,0.251,0,"3","PHYH"
0,1.82829586674797,0.666,0.248,0,"3","PRODH2"
0,1.45468710612213,0.69,0.272,0,"3","APOM"
0,2.14563796250693,0.979,0.562,0,"3","PCK1"
0,1.65587218558149,0.807,0.396,0,"3","LDHA"
0,1.43565938131097,0.792,0.389,0,"3","ACAA1"
0,1.51838779825357,0.65,0.248,0,"3","ACMSD"
0,1.43660729354895,0.801,0.4,0,"3","AKR7A2"
0,1.58720121817447,0.939,0.539,0,"3","HPD"
0,1.71387349113494,0.956,0.565,0,"3","RIDA"
0,2.10321053496007,0.516,0.13,0,"3","PCK2"
0,1.38677051071614,0.691,0.305,0,"3","DPYS"
0,1.20385582778624,0.829,0.444,0,"3","ALDH6A1"
0,1.22808556935306,0.854,0.474,0,"3","KHK"
0,1.35122780555113,0.793,0.414,0,"3","FABP1"
0,1.32670162148103,0.917,0.538,0,"3","PEPD"
0,1.21283413342562,0.758,0.384,0,"3","MSRA"
0,1.59216396470877,0.563,0.189,0,"3","GPD1"
0,1.42276026393755,0.64,0.267,0,"3","DDC"
0,1.58665816959477,0.6,0.228,0,"3","CAT"
0,1.34720629880636,0.691,0.322,0,"3","IMPA2"
0,1.6155201306809,0.636,0.27,0,"3","CA2"
0,1.51457714258325,0.588,0.224,0,"3","BPHL"
0,1.80348543642696,0.559,0.196,0,"3","PAH"
0,1.43354566661304,0.676,0.318,0,"3","DPEP1"
0,1.3326001585838,0.68,0.323,0,"3","QDPR"
0,1.4581202808096,0.814,0.458,0,"3","HSP90AA1"
0,1.40555803754784,0.883,0.529,0,"3","PDZK1"
0,1.2377195413623,0.703,0.349,0,"3","PTGR1"
0,1.46316559368446,0.588,0.234,0,"3","TUBB4B"
0,1.69112760347194,0.538,0.187,0,"3","GGH"
0,1.0630514031281,0.756,0.411,0,"3","ACAA2"
0,1.92994548219777,0.489,0.144,0,"3","SLC22A8"
0,1.12819660910652,0.799,0.462,0,"3","HSPD1"
0,1.33878874911847,0.566,0.229,0,"3","AGXT2"
0,5.78295801845675,0.341,0.007,0,"3","MTRNR2L11"
0,1.15534804923012,0.893,0.559,0,"3","GLYAT"
0,1.1125440511415,0.811,0.479,0,"3","PCBD1"
0,1.30849449168847,0.532,0.201,0,"3","AGMAT"
0,2.2739505736103,0.415,0.09,0,"3","TUBA4A"
0,1.301849114917,0.952,0.628,0,"3","GSTA1"
0,1.5782678132854,0.464,0.147,0,"3","FYN"
0,1.80217602215557,0.437,0.126,0,"3","CRYM"
0,1.81383716300064,0.4,0.093,0,"3","CTXN3"
0,2.02920829189607,0.419,0.115,0,"3","FAM151A"
0,0.970762833670828,0.836,0.532,0,"3","MPC2"
0,4.57282292411745,0.316,0.013,0,"3","NACA2"
0,1.15122074787495,0.893,0.592,0,"3","ASS1"
0,2.10174583501766,0.383,0.087,0,"3","GGACT"
0,1.76259821517443,0.437,0.142,0,"3","OAT"
0,1.98507136231309,0.396,0.104,0,"3","SLC27A2"
0,3.87219551516097,0.306,0.02,0,"3","TIPIN"
0,1.07039625281636,0.871,0.589,0,"3","SAP18"
0,2.41065062329845,0.308,0.055,0,"3","PSPH"
0,1.01477326195576,0.951,0.735,0,"3","HSPE1"
0,1.66185354551014,0.996,0.791,0,"3","ALDOB"
0,1.40652978425622,0.992,0.789,0,"3","GATM"
0,1.27568446588937,0.995,0.828,0,"3","CYB5A"
0,0.907775952552571,0.992,0.864,0,"3","LDHB"
0,1.05993261691184,0.995,0.881,0,"3","PEBP1"
0,0.562181346320245,0.998,0.969,0,"3","GAPDH"
0,0.879077659067348,0.999,0.979,0,"3","TPT1"
9.88131291682493e-324,1.23463871476114,0.629,0.283,1.9043266253305e-319,"3","SHMT1"
1.28457067918724e-322,1.05294655159763,0.767,0.437,2.47562461292965e-318,"3","BNIP3"
1.48219693752374e-322,0.77950861596717,0.952,0.761,2.85648993799575e-318,"3","ECHS1"
3.35964639172048e-322,0.944137246677147,0.931,0.673,6.4747105261237e-318,"3","NAT8"
6.34380289260161e-321,1.67045210743662,0.34,0.088,1.22257769346218e-316,"3","RNF186"
5.97028926434562e-320,1.24306906990343,0.631,0.289,1.15059414702469e-315,"3","PBLD"
2.80296362533494e-310,1.93802130977908,0.326,0.086,5.40187149874549e-306,"3","HPGD"
9.11354080217001e-307,0.804444493579332,0.912,0.662,1.7563615833942e-302,"3","ADI1"
4.41205975596309e-306,1.20147454016684,0.697,0.372,8.50292156169207e-302,"3","AKR1C3"
7.37632706644804e-305,0.855925199451106,0.896,0.672,1.42156575224587e-300,"3","CALM1"
1.65279958731679e-304,0.396277673555248,1,0.996,3.18527536467692e-300,"3","FTH1"
2.05971740259637e-302,1.26235086139922,0.546,0.222,3.96948737828373e-298,"3","SLC6A13"
1.08038753416664e-297,1.53054880025158,0.361,0.104,2.08212285584594e-293,"3","ETNK2"
3.67513630245637e-294,0.834940098683519,0.866,0.593,7.08272268209391e-290,"3","AKR1A1"
1.12359129639467e-293,1.22334218305418,0.592,0.268,2.1653851464118e-289,"3","FTCD"
5.91878672886993e-293,1.29081130271995,0.549,0.237,1.14066857838781e-288,"3","BNIP3L"
1.41997648565399e-291,1.47738545839207,0.44,0.156,2.73657868315236e-287,"3","SLC22A6"
1.67680521357173e-291,2.03487646123721,0.26,0.057,3.23153900759544e-287,"3","DHRS1"
4.67476579960335e-289,1.26949055598219,0.49,0.185,9.00920864899557e-285,"3","SORD"
1.0806276783954e-287,0.888264570995033,0.847,0.588,2.08258566180361e-283,"3","GLRX"
2.02029553296219e-287,0.948339191298251,0.737,0.395,3.89351355112473e-283,"3","AKR7A3"
1.54840332531384e-283,1.10541364472118,0.611,0.282,2.98408288854484e-279,"3","BHMT2"
1.1463497100788e-282,1.15149042719604,0.615,0.294,2.20924516126387e-278,"3","ETFA"
1.24634224172343e-278,1.62451032841194,0.371,0.118,2.4019507682494e-274,"3","ARG2"
1.46690692255616e-277,0.435100446858444,1,0.998,2.82702302115023e-273,"3","FTL"
1.38781426105849e-274,0.624778829434278,0.946,0.652,2.67459564391192e-270,"3","DCXR"
1.38887662108641e-273,0.944529871768528,0.768,0.462,2.67664302415774e-269,"3","GRHPR"
2.10242270977379e-268,1.17626479698799,0.539,0.23,4.05178904627604e-264,"3","SCRN2"
2.28344734733299e-265,1.0855892176257,0.689,0.388,4.40065972778013e-261,"3","SH3YL1"
3.5475833997547e-260,1.2641252804791,0.435,0.159,6.83690272800725e-256,"3","IDNK"
1.02874350692955e-258,0.569936614366763,0.98,0.873,1.98259448655464e-254,"3","TXN"
8.24993085401109e-256,0.968022388322809,0.737,0.441,1.58992667418502e-251,"3","BRI3"
1.11806447544927e-254,1.50438318823623,0.366,0.123,2.15473385708584e-250,"3","SLC2A4RG"
1.88524103159643e-254,1.13966576964519,0.613,0.307,3.63323651609264e-250,"3","CTSH"
2.28691214328919e-254,1.23565582702714,0.472,0.189,4.40733708254693e-250,"3","TST"
2.05123802546343e-251,0.601661410506053,0.95,0.794,3.95314592267312e-247,"3","ATP5MC3"
3.09770236202195e-251,0.89939806928665,0.74,0.426,5.9698919920887e-247,"3","NQO2"
1.42490391091511e-249,1.16070095531887,0.528,0.235,2.74607481711559e-245,"3","HADH"
3.46654683897594e-249,1.20657070348499,0.503,0.216,6.68072906807444e-245,"3","ECI1"
8.39739184159506e-247,1.06187265900779,0.64,0.336,1.6183453557122e-242,"3","SDHD"
2.40747168281437e-243,1.14073547651973,0.549,0.258,4.63967942711986e-239,"3","FDX1"
1.9604114842172e-242,0.458795864733584,0.987,0.938,3.77810501238339e-238,"3","RPS4X"
7.03128140082544e-242,1.5403989779492,0.308,0.092,1.35506855156708e-237,"3","SEC13"
8.79745447973878e-241,1.06398444704479,0.707,0.424,1.69544542733526e-236,"3","TMBIM6"
1.31056277679824e-239,0.808972622835826,0.791,0.499,2.52571658344558e-235,"3","CYBA"
2.53753611628527e-238,0.983271896369708,0.635,0.327,4.89033960330497e-234,"3","HAGH"
6.47381940294786e-237,0.683390598369418,0.902,0.703,1.24763447533611e-232,"3","SLC25A5"
4.06378381268248e-236,1.34620277397542,0.417,0.162,7.83172416380167e-232,"3","CXXC5"
3.38358215561317e-235,1.22345706402081,0.462,0.193,6.52083953029771e-231,"3","HMOX2"
1.1307841965574e-232,1.56947152570605,0.267,0.072,2.17924730360542e-228,"3","DIO1"
1.88120092864265e-232,0.747055937160891,0.845,0.573,3.62545042968012e-228,"3","ETFB"
1.91215775040389e-232,0.912391476649531,0.703,0.412,3.68511041657837e-228,"3","NDUFAB1"
1.36471363889922e-231,1.28375994760664,0.374,0.13,2.63007612488658e-227,"3","PLG"
1.13623740565828e-230,1.39450785812563,0.3,0.089,2.18975672818465e-226,"3","COLEC11"
2.83765284099903e-230,0.518727140590038,0.977,0.887,5.46872455517334e-226,"3","UBB"
4.70643294298434e-230,1.54126653881686,0.317,0.101,9.07023756771941e-226,"3","TM7SF3"
1.81491044108543e-228,0.696429153760717,0.97,0.84,3.49769540205984e-224,"3","APOE"
1.99067412144151e-228,0.854656564863791,0.682,0.368,3.83642716684208e-224,"3","ECI2"
7.96975530208747e-228,1.03363336097991,0.602,0.315,1.5359312418183e-223,"3","METTL9"
4.3748551035065e-226,0.918691252236362,0.676,0.378,8.43122075547773e-222,"3","DHRS4L2"
9.81600846632097e-226,0.935199611596993,0.567,0.262,1.89174115162938e-221,"3","HAO2"
4.00451655566867e-225,0.826592650092014,0.781,0.506,7.71750430608466e-221,"3","GHITM"
1.60045483067546e-224,1.55180577311516,0.298,0.092,3.08439654967774e-220,"3","ALKBH5"
7.58949922693842e-224,0.811321756526536,0.613,0.287,1.46264829101557e-219,"3","ASPDH"
5.27788576495084e-219,1.39549173109368,0.298,0.092,1.01715414462133e-214,"3","PNP"
2.34574407818411e-218,1.50132494620074,0.315,0.103,4.52071798747641e-214,"3","CLDN2"
2.32281374622271e-217,0.69333270818841,0.881,0.641,4.47652665172041e-213,"3","ACAT1"
7.3263321671952e-217,0.811938749170753,0.783,0.523,1.41193073526186e-212,"3","ECH1"
6.84344269363398e-215,1.33277727164255,0.387,0.15,1.31886827591714e-210,"3","CACYBP"
7.56345023742675e-215,1.27820224956781,0.445,0.192,1.45762812975688e-210,"3","PGRMC1"
8.86222825444834e-213,1.21950907450001,0.427,0.177,1.70792862919728e-208,"3","SMIM19"
4.26380987185172e-212,0.907524189987811,0.615,0.32,8.21721438503264e-208,"3","GCHFR"
2.68580871959487e-210,0.613881722754418,0.92,0.738,5.17609056440323e-206,"3","TPI1"
9.81464836574568e-210,0.99798505890276,0.485,0.212,1.89147903304651e-205,"3","FOLR1"
9.12260496201263e-209,1.10398965313489,0.461,0.201,1.75810842827907e-204,"3","BIN1"
1.97156145711023e-205,1.13939308528221,0.482,0.224,3.79959324014284e-201,"3","SNX5"
5.83448394706707e-205,0.903167350587404,0.617,0.325,1.12442174627877e-200,"3","HGD"
9.37270803243959e-205,1.46511977199729,0.365,0.142,1.80630829201176e-200,"3","SLC3A2"
2.44883531525142e-202,0.336371417149097,1,0.996,4.71939541955254e-198,"3","EEF1A1"
8.34717084685552e-202,0.768384882521154,0.799,0.541,1.608666765606e-197,"3","PRDX3"
5.50753223119157e-201,1.14861971883318,0.444,0.194,1.06141161159524e-196,"3","ECHDC1"
3.54687598755636e-200,0.767395043008759,0.789,0.542,6.83553940321862e-196,"3","SDHC"
1.9179915334934e-198,1.0304629604716,0.524,0.259,3.69635328334848e-194,"3","ADH5"
9.12203595816907e-197,0.751745368997598,0.779,0.517,1.75799876985834e-192,"3","PRDX6"
1.37168022980537e-194,1.00369336523794,0.493,0.232,2.64350213888091e-190,"3","FAH"
1.82430789039652e-194,0.975915012628695,0.493,0.232,3.51580616637217e-190,"3","GLRX5"
4.05485948457185e-193,0.899365027324242,0.615,0.337,7.81452519866687e-189,"3","RAB1A"
1.52777982277962e-192,1.0997444837344,0.479,0.228,2.94433727446089e-188,"3","EIF5"
8.06929606125325e-192,0.723826781107142,0.757,0.492,1.55511473692473e-187,"3","UQCRFS1"
1.50745313951285e-185,0.613263904527854,0.866,0.658,2.90516369046917e-181,"3","ISCU"
1.19707644740469e-184,0.868664143089177,0.591,0.311,2.30700572943832e-180,"3","AZGP1"
1.51172160048603e-184,1.02492052236888,0.478,0.226,2.91338986845667e-180,"3","ACO2"
2.05967324789825e-184,0.885126836001576,0.471,0.21,3.96940228334952e-180,"3","MCCD1"
3.97587593388765e-184,0.486927957249712,0.963,0.763,7.66230809978828e-180,"3","RBP5"
1.00592602054965e-183,1.08136917566316,0.855,0.695,1.93862062680329e-179,"3","MT-ND1"
1.89292757292093e-183,1.0037335843853,0.473,0.223,3.64805001853322e-179,"3","KIAA1191"
2.55433609927527e-183,0.830530704985631,0.573,0.291,4.9227165305233e-179,"3","HSD17B14"
1.27440149356533e-181,0.578354053300129,0.867,0.617,2.45602655839911e-177,"3","BBOX1"
1.45807891893952e-181,0.910407712524724,0.482,0.224,2.81000969258025e-177,"3","PXMP2"
1.78309818329804e-181,0.713814419295275,0.797,0.56,3.43638681885199e-177,"3","ATP5F1A"
1.54334426238804e-179,1.02015684957738,0.467,0.221,2.97433306247423e-175,"3","C1orf43"
2.46364638479045e-178,1.30658218567347,0.287,0.1,4.74793931276815e-174,"3","GALK1"
2.57781308243913e-178,1.13084768218853,0.357,0.143,4.96796137247669e-174,"3","TDP2"
2.76129824260895e-178,0.819292928631806,0.643,0.373,5.32157397315597e-174,"3","AK4"
9.90306201688147e-178,1.19122120733515,0.362,0.148,1.9085181118934e-173,"3","MAOB"
1.06768012374659e-177,1.20569225330943,0.341,0.133,2.05763313448442e-173,"3","DERA"
1.38180545554033e-176,0.883274284134963,0.544,0.283,2.66301547391733e-172,"3","ATP6V1D"
1.40820854572564e-176,1.06893369306685,0.306,0.108,2.71389950932246e-172,"3","TMEM174"
2.55580709405061e-176,0.693653358612038,0.751,0.483,4.92555143165434e-172,"3","BDH2"
5.84897125039023e-176,1.04404852074843,0.44,0.202,1.1272137393752e-171,"3","PTH1R"
3.07147942351093e-175,1.3737689695758,0.373,0.161,5.91935514499027e-171,"3","G0S2"
8.78975785296004e-175,0.845516394164791,0.601,0.334,1.69396213342246e-170,"3","SDHB"
6.0877092900935e-174,0.805727788426497,0.655,0.392,1.17322333438682e-169,"3","RTN4"
7.62872102602735e-174,0.994631914192851,0.494,0.248,1.47020711613599e-169,"3","EIF1AX"
5.26328320453175e-173,1.46304994218278,0.288,0.105,1.01433993917736e-168,"3","PLEKHA1"
6.18510290418518e-173,1.26443565310966,0.32,0.122,1.19199303169457e-168,"3","CES2"
1.11298351502305e-172,1.28567155250968,0.3,0.109,2.14494183015242e-168,"3","ACSM3"
1.58844856052916e-172,1.27332463476269,0.292,0.105,3.06125806585179e-168,"3","PNPLA4"
5.27526636264163e-171,1.17628067224282,0.339,0.134,1.01664933340829e-166,"3","ODC1"
