"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
2.53266857313572e-05,0.257919188210399,0.305,0.23,0.488095887414716,"5","SRRM1"
6.65829243933706e-05,0.262885739582795,0.491,0.405,1,"5","H2AFZ"
0.000101867639034641,0.439905821874644,0.319,0.254,1,"5","YBX3"
0.000152667936057755,0.343835606820268,0.253,0.193,1,"5","ARHGDIA"
0.000205126120507169,0.326384967331385,0.258,0.196,1,"5","KRTCAP2"
0.000281115441736489,0.342816860057614,0.292,0.229,1,"5","PPP4C"
0.00152961254085469,0.256026485408515,0.278,0.223,1,"5","SPG21"
0,4.37182859704952,0.997,0.108,0,"6","NEAT1"
0,3.72728141236798,0.998,0.279,0,"6","MALAT1"
0,7.0943129470162,0.495,0.009,0,"6","ABHD14A-ACY1"
0,4.08727546181173,0.545,0.067,0,"6","SLC22A7"
0,3.37774046505204,0.555,0.088,0,"6","KIF12"
0,4.12342692934721,0.473,0.047,0,"6","MUC20-OT1"
0,5.28663417938061,0.437,0.018,0,"6","KCNQ1OT1"
0,4.19358785105731,0.302,0.019,0,"6","AC005726.1"
0,4.42209748426071,0.285,0.02,0,"6","REV3L"
4.38488398966823e-317,2.93281548030348,0.587,0.101,8.45054842488861e-313,"6","VMP1"
1.15584465629085e-307,4.1355789678061,0.258,0.018,2.22754382160373e-303,"6","SLC5A8"
4.56160130850965e-294,3.145342260605,0.506,0.08,8.79111804175981e-290,"6","SYNE2"
2.30467943853499e-284,2.52111698785899,0.79,0.218,4.44157821394464e-280,"6","CUBN"
1.42003271518336e-273,3.47816333053031,0.408,0.055,2.73668704870137e-269,"6","HOOK2"
1.26078264851259e-235,2.65565349641256,0.59,0.133,2.42978032021346e-231,"6","N4BP2L2"
3.25658118866676e-213,3.36150742353093,0.327,0.045,6.27608326679859e-209,"6","UNC5CL"
4.45701950341601e-206,2.6117925869325,0.565,0.139,8.58956798698333e-202,"6","RASSF4"
1.16280432096703e-204,2.72675508780936,0.463,0.092,2.24095648736766e-200,"6","PNISR"
2.77570297543154e-197,2.56215140766093,0.355,0.054,5.34933477425167e-193,"6","POLR2J3.1"
2.02398710956257e-192,3.42708296952035,0.265,0.032,3.90062795754899e-188,"6","PLCH2"
1.62859056548889e-187,2.62957074141345,0.437,0.088,3.13861973781018e-183,"6","CYP4A11"
1.39860958439367e-173,3.30336567614556,0.263,0.035,2.69540039104348e-169,"6","TRPM3"
2.67028503202401e-171,2.80488859584531,0.448,0.101,5.14617331371667e-167,"6","INSR"
4.92498219910259e-166,2.19187492392767,0.61,0.187,9.49142569411052e-162,"6","ZBTB20"
7.15921063269979e-166,1.96189386255069,0.752,0.297,1.3797230731339e-161,"6","ACSM2A"
2.19027946230197e-162,2.78389514209882,0.353,0.066,4.22110657974835e-158,"6","MST1"
2.66728666655533e-159,2.62898546171798,0.523,0.146,5.14039486378544e-155,"6","ELF3"
2.85121430654361e-152,2.42439425853029,0.511,0.144,5.49486021157084e-148,"6","LINC01320"
2.09672021866093e-151,2.66693340904432,0.323,0.058,4.04079920540334e-147,"6","AQP7"
1.80470626141149e-148,1.81035853391558,0.781,0.347,3.47802990699223e-144,"6","ACSM2B"
5.1874238601517e-146,2.3974478203811,0.553,0.173,9.99720326328436e-142,"6","LINC00671"
4.96693754905274e-140,2.91045507014357,0.274,0.046,9.57228204453445e-136,"6","GPR155"
5.73828521226554e-132,1.70306615812349,0.744,0.327,1.10588232610781e-127,"6","BHMT2"
2.2290844129454e-131,2.96037073725236,0.253,0.042,4.29589148062837e-127,"6","ZKSCAN1"
1.85389824339817e-130,2.24772876680602,0.41,0.103,3.57283269467696e-126,"6","HSPA1A"
1.01362773080196e-122,1.80256715045738,0.579,0.198,1.95346336280153e-118,"6","LRP2"
9.43622969670081e-122,2.4365349068252,0.355,0.083,1.81855018714818e-117,"6","IL17RB"
1.61911567148395e-121,1.89973619320916,0.542,0.183,3.12035972208388e-117,"6","SLC13A3"
2.20632469780266e-121,1.67811248620029,0.729,0.327,4.25202895760529e-117,"6","DDX5"
3.34035165251474e-119,2.43123809724153,0.287,0.057,6.4375257047264e-115,"6","WSB1"
4.39756347606725e-116,2.58476642465835,0.273,0.053,8.47498433107681e-112,"6","SLC17A1"
5.07404976775892e-116,2.06075960311579,0.487,0.155,9.77870871242499e-112,"6","SLC5A12"
3.70185610185765e-112,1.12661722944615,0.989,0.825,7.13421707950006e-108,"6","SPP1"
2.46666010083265e-111,2.71373019744102,0.26,0.05,4.75374734632469e-107,"6","SLC47A1"
2.7144643104645e-109,2.03567524887245,0.455,0.142,5.23131561912718e-105,"6","PAX8"
9.26926144680864e-109,2.00534856085807,0.581,0.234,1.78637206602896e-104,"6","RBP4"
9.52035909181147e-103,2.46313069974473,0.369,0.103,1.83476360417391e-98,"6","HNRNPH1"
1.41125544477418e-91,1.92630198198645,0.435,0.147,2.7197714931688e-87,"6","FARP1"
3.51935008679505e-88,1.7724019415557,0.435,0.147,6.78249148727142e-84,"6","SLC39A5"
2.69055936152728e-87,2.24284039721152,0.271,0.065,5.18524600153538e-83,"6","THUMPD3-AS1"
1.50566792431358e-84,2.19148983242597,0.277,0.069,2.90172322373712e-80,"6","AKAP9"
3.19878623756497e-84,2.01297130261325,0.277,0.068,6.1647008370352e-80,"6","HSPA1B"
6.94620383147905e-79,2.0744188949311,0.323,0.094,1.33867240240264e-74,"6","AFMID"
1.67337022493217e-73,1.71865397398156,0.411,0.15,3.22491909748928e-69,"6","RETREG1"
1.74214914109682e-71,2.04951532576741,0.282,0.08,3.3574698247218e-67,"6","PROC"
1.67962595901853e-70,1.8532834696487,0.344,0.113,3.23697514822051e-66,"6","ADAMTS9-AS1"
1.7781688835153e-70,1.8716105667031,0.311,0.095,3.42688707231069e-66,"6","KCNJ16"
1.27076610706797e-68,1.80246529531069,0.276,0.077,2.44902044154139e-64,"6","SERPINF2"
2.87934058582224e-68,2.00156180740994,0.273,0.078,5.54906517699662e-64,"6","FNIP2"
1.0109173270601e-67,1.74339569947749,0.368,0.13,1.94823987271022e-63,"6","KLF6"
3.10805275488982e-67,1.71563294562765,0.311,0.099,5.98983926922367e-63,"6","JUN"
3.93226780705878e-65,1.72909273398515,0.34,0.116,7.57826651776368e-61,"6","DDX17"
1.53409572560083e-64,1.49757081148687,0.46,0.191,2.95650928237792e-60,"6","SLC16A9"
2.2679599730038e-64,1.73392856894171,0.366,0.133,4.37081245997293e-60,"6","CLDN2"
7.94559842066079e-63,2.08074019219015,0.271,0.081,1.53127572762975e-58,"6","CHD9"
2.73736604050465e-62,1.68578649388496,0.366,0.136,5.27545183326056e-58,"6","SRRM2"
2.81385677367832e-62,1.9111968267646,0.292,0.093,5.42286477423286e-58,"6","SLC47A2"
8.25547788404922e-61,1.0913088094903,0.66,0.35,1.59099569781397e-56,"6","AZGP1"
9.91861317850435e-61,1.42174615229425,0.471,0.206,1.91151513176136e-56,"6","KCNJ15"
1.24098392160536e-59,1.61079466123235,0.35,0.127,2.39162421371785e-55,"6","KTN1"
2.17932190981763e-59,1.80160638068341,0.29,0.094,4.19998918460054e-55,"6","CDHR5"
2.18125766549471e-59,1.5008315187753,0.355,0.129,4.20371977294141e-55,"6","FN3K"
6.19636007423546e-58,1.59596762272139,0.326,0.115,1.19416251350666e-53,"6","AAK1"
6.17834465947659e-56,0.559170589151889,0.948,0.625,1.19069058277433e-51,"6","PCK1"
9.37117713131286e-56,1.15295927088032,0.55,0.269,1.80601325674661e-51,"6","AMN"
2.77088015736878e-55,1.79309431924573,0.282,0.094,5.34004023928112e-51,"6","RAB3IP"
9.15905904536631e-55,0.79018662707474,0.934,0.712,1.76513385922299e-50,"6","NAT8"
2.136867529564e-54,1.07071734689457,0.744,0.459,4.11817110297574e-50,"6","ATP1B1"
1.50458699198834e-51,1.59614236352902,0.355,0.142,2.89964005095992e-47,"6","BCAM"
9.95528121384973e-51,1.72340143407515,0.268,0.09,1.91858179553312e-46,"6","TNRC6B"
1.72846070703881e-50,1.39162979736718,0.358,0.142,3.3310894746052e-46,"6","GPT"
1.47373992543798e-49,1.30076834579489,0.561,0.297,2.84019158430407e-45,"6","SLC13A1"
3.25477626450506e-49,1.5962265757724,0.274,0.094,6.27260481695415e-45,"6","CHDH"
3.53561973075239e-49,1.28950009631806,0.416,0.185,6.813846345106e-45,"6","HPN"
3.2049056567879e-48,1.26477190317868,0.429,0.196,6.17649418176164e-44,"6","RBM39"
6.60169777348836e-46,1.30880553389276,0.474,0.238,1.27227919490668e-41,"6","EPHX2"
1.45895158731299e-45,1.1082218024883,0.569,0.327,2.8116914990696e-41,"6","HIST1H4C"
3.60737801731069e-45,1.11224659188293,0.573,0.324,6.95213891496116e-41,"6","CEBPD"
3.73269550944974e-45,1.25228203413345,0.437,0.208,7.19365078581154e-41,"6","ARHGAP24"
1.44910096577825e-43,1.51438593552716,0.261,0.093,2.79270738124785e-39,"6","DNAJB1"
1.85834621535277e-41,1.1497280250436,0.458,0.234,3.58140482622786e-37,"6","LRPAP1"
3.97077014766515e-41,1.19708415399697,0.49,0.261,7.65246822858028e-37,"6","ATP1A1"
3.81096633236256e-40,1.04292842777506,0.473,0.242,7.34449431572913e-36,"6","AQP1"
4.25966321550787e-39,1.09400045382764,0.371,0.166,8.20922294892678e-35,"6","PLG"
5.51593814824982e-39,1.41490327764186,0.337,0.152,1.06303159993071e-34,"6","MAT2A"
9.71551640061826e-39,1.57045450717782,0.256,0.098,1.87237432072715e-34,"6","SLC28A1"
2.06870002864404e-37,1.45634793367801,0.276,0.111,3.9867986952028e-33,"6","PARD6B"
2.78434945932408e-37,1.37934863801746,0.318,0.139,5.36599827800936e-33,"6","FHIT"
4.78936048215123e-36,1.28371513061594,0.276,0.112,9.23005552120185e-32,"6","SLC22A18"
6.70011219641741e-36,0.729300681881909,0.594,0.337,1.29124562249356e-31,"6","APOM"
5.25492675296894e-35,1.48868010818348,0.261,0.107,1.01272948383217e-30,"6","MYO6"
1.21752866705513e-34,0.699434691793755,0.705,0.466,2.34642124714865e-30,"6","TMBIM6"
1.54414784453554e-34,0.438463150142197,0.953,0.803,2.9758817259889e-30,"6","CXCL14"
2.12013455547384e-34,1.22503944759363,0.335,0.155,4.08592331530918e-30,"6","SLC22A12"
4.32476166654399e-34,1.423112455501,0.284,0.121,8.33468068376358e-30,"6","SLC34A1"
9.60236854828843e-34,0.864353844998776,0.602,0.367,1.85056846662615e-29,"6","TNFSF10"
1.06833320316873e-33,1.38345607349516,0.252,0.101,2.05889174914678e-29,"6","DIO1"
2.8486273145267e-33,1.17906375351732,0.34,0.16,5.48987456055586e-29,"6","SLC4A4"
2.88545712317671e-33,1.15469630138392,0.355,0.171,5.56085296778616e-29,"6","SLC22A2"
2.51768286536079e-32,0.772534470636402,0.408,0.2,4.85207841812331e-28,"6","AGXT"
5.7160212390994e-32,0.675447978041569,0.74,0.533,1.10159161319924e-27,"6","TMEM176B"
1.87185371367645e-31,0.927180804331572,0.458,0.253,3.60743647699725e-27,"6","FOLR1"
1.07079822768684e-30,0.640368022479229,0.658,0.431,2.06364234439808e-26,"6","RTN4"
1.6407275798303e-29,1.24676306378651,0.294,0.136,3.16201019184895e-25,"6","SGK1"
2.78643429220478e-29,0.805624520307794,0.492,0.278,5.37001616793704e-25,"6","SCRN2"
8.33071490179795e-29,0.532310979381893,0.784,0.568,1.6054953758745e-24,"6","TMEM176A"
1.45078420641882e-27,1.12443471770299,0.316,0.155,2.79595132261035e-23,"6","DNAJB9"
1.59409513815949e-27,1.03994086945929,0.387,0.21,3.07214015026098e-23,"6","HERPUD1"
1.62871885344239e-27,0.96948526430726,0.348,0.176,3.13886697435417e-23,"6","IGFBP4"
2.93645975713351e-27,1.05293133475925,0.361,0.192,5.6591452439477e-23,"6","TINAG"
4.06185646484946e-27,0.746861054393608,0.548,0.336,7.82800977905789e-23,"6","ANPEP"
4.46660271130692e-27,0.947260937127496,0.297,0.139,8.6080367452307e-23,"6","GCAT"
8.22426291465624e-27,0.972043053424171,0.324,0.16,1.58497994891255e-22,"6","SLC37A4"
1.31789065641667e-26,1.09250088008612,0.308,0.151,2.5398388730462e-22,"6","CES2"
1.41975214801878e-26,0.936737879853013,0.303,0.146,2.73614633966179e-22,"6","RNF152"
2.98097052588233e-26,0.703585945439319,0.305,0.146,5.74492639748042e-22,"6","JUNB"
7.87349149973878e-26,1.20814517436537,0.269,0.127,1.51737928182966e-21,"6","GTF2I"
9.95981789583257e-26,0.979065124608359,0.439,0.262,1.91945610488485e-21,"6","SRSF5"
5.95882550675979e-25,0.704952276021556,0.35,0.178,1.14838485166275e-20,"6","AC093496.1"
7.51903041515515e-25,0.838335930700882,0.374,0.2,1.4490675416087e-20,"6","SLC22A6"
5.74175692525764e-24,0.946663693178722,0.358,0.195,1.10655139463565e-19,"6","CFI"
7.6882018127434e-24,0.280690659231347,0.982,0.859,1.48167025335191e-19,"6","APOE"
9.15666971018132e-24,0.82353337775515,0.394,0.221,1.76467338654614e-19,"6","AIG1"
2.12025317698147e-23,0.786843235519783,0.374,0.207,4.08615192267868e-19,"6","TMEM205"
3.08022442358434e-23,1.09993551697516,0.269,0.133,5.93620850913174e-19,"6","CFLAR"
4.15172046546254e-23,0.965100227818409,0.347,0.189,8.0011956810394e-19,"6","NFIB"
6.12288509062872e-23,0.787978434897076,0.411,0.238,1.18000241466597e-18,"6","PTH1R"
1.79619885854528e-22,0.432890400135664,0.892,0.717,3.46163444018847e-18,"6","MT-ND1"
2.03077682617792e-22,1.10266808940862,0.277,0.139,3.91371309941008e-18,"6","SRSF11"
3.30593352304344e-22,1.03977280299114,0.323,0.175,6.37119508560931e-18,"6","CTTN"
3.67056339679545e-22,0.343100092494798,0.858,0.649,7.0739097783042e-18,"6","SMIM24"
4.74334001704939e-22,1.03485241010906,0.266,0.133,9.14136488085758e-18,"6","METTL7A"
9.50608607080628e-22,0.941168928009747,0.347,0.194,1.83201290756579e-17,"6","LEPROT"
1.55603179819752e-21,0.546624070550975,0.51,0.315,2.99878448148626e-17,"6","GADD45A"
4.89700620314753e-21,0.94614519810188,0.274,0.138,9.43751035470593e-17,"6","TMEM174"
7.26605889273546e-21,0.7362581584626,0.442,0.274,1.40031486980798e-16,"6","SLC6A13"
1.69129571854788e-20,0.299632839563972,0.989,0.875,3.25946510878547e-16,"6","PDZK1IP1"
2.10247491804102e-20,0.332040700445546,0.934,0.764,4.05188966204865e-16,"6","ITM2B"
3.50967546071804e-20,0.518367461718525,0.692,0.523,6.76384654789581e-16,"6","CIRBP"
7.32681637340064e-20,0.725126557326612,0.452,0.283,1.41202405148177e-15,"6","RHOB"
8.85893008340763e-20,0.775530509642664,0.361,0.208,1.70729300567432e-15,"6","TCF25"
1.21245244510755e-19,0.260149857116586,0.929,0.729,2.33663835221127e-15,"6","MIOX"
1.40497215220165e-19,0.769745099139614,0.289,0.151,2.70766233172301e-15,"6","SLC27A2"
2.3834714860852e-19,0.40282355410337,0.837,0.647,4.5934262479834e-15,"6","SAT2"
3.790582555054e-19,0.354647069414655,0.99,0.878,7.30521070010007e-15,"6","MT-CO2"
5.35007268042203e-19,0.708287811668852,0.332,0.185,1.03106600697093e-14,"6","PTER"
6.02232187370297e-19,0.383021269076799,0.582,0.374,1.16062187150004e-14,"6","DPEP1"
6.05545612771902e-19,0.97464946164372,0.303,0.17,1.16700750493401e-14,"6","NME3"
6.66501075148374e-19,0.897125046322485,0.297,0.162,1.28448087202595e-14,"6","CNPY2"
1.59255429021386e-18,0.624379473887163,0.432,0.273,3.06917062810015e-14,"6","SLC3A1"
2.64345617467338e-18,0.725448154860801,0.416,0.262,5.09446873983055e-14,"6","SON"
6.8402235430448e-18,0.453416419546239,0.49,0.31,1.31824788121559e-13,"6","HAO2"
1.1311772865576e-17,0.575173514667006,0.271,0.141,2.18000486665381e-13,"6","AC026462.3"
1.29437275065665e-17,0.860532901527224,0.324,0.191,2.49451516506549e-13,"6","EMX2"
1.82985322409753e-17,0.444238217530657,0.689,0.514,3.52649313348075e-13,"6","FKBP2"
2.20960114531532e-17,0.809140356465282,0.516,0.368,4.25834332725169e-13,"6","SERPINA1"
3.2078000179025e-17,1.0276375948552,0.26,0.143,6.18207219450169e-13,"6","SRSF7"
3.92513231549883e-17,1.01962335614898,0.268,0.147,7.56451499842935e-13,"6","SDC4"
5.85377811802051e-17,0.728141558309969,0.347,0.208,1.12814011890491e-12,"6","ASRGL1"
1.39832181319692e-16,0.674487593887374,0.418,0.268,2.6948457983931e-12,"6","BSG"
2.34547913419613e-16,0.601054909750649,0.46,0.303,4.52020738742278e-12,"6","CALD1"
3.79290701451913e-16,0.546198468961185,0.653,0.473,7.30969039838127e-12,"6","BHMT"
1.27611539570695e-15,0.470173828494927,0.521,0.355,2.45932959060643e-11,"6","CTSH"
3.34132336452264e-15,0.692935396004501,0.397,0.255,6.43939838810802e-11,"6","CLDN10"
5.7668787245179e-15,0.49151473001521,0.745,0.576,1.11139286778909e-10,"6","HMGN3"
6.43585009264176e-15,0.513020533543809,0.416,0.267,1.24031702985392e-10,"6","FCGRT"
8.86448049752707e-15,0.3723189171021,0.706,0.536,1.70836268148342e-10,"6","LAPTM4A"
1.14197898496025e-14,0.839084316563998,0.271,0.157,2.20082189981539e-10,"6","AHCYL1"
1.42011934538799e-14,0.589919613053028,0.348,0.214,2.73685400243173e-10,"6","GALM"
1.48061811885279e-14,0.882737667221028,0.285,0.172,2.8534472386531e-10,"6","SRSF2"
4.07139704550433e-14,0.747965575043451,0.308,0.187,7.84639638609594e-10,"6","GALNT11"
5.2077427769708e-14,0.941641889116205,0.25,0.144,1.00363618797781e-09,"6","TMED4"
1.53613014704457e-13,0.656432987557566,0.302,0.181,2.9604300193843e-09,"6","RGS3"
2.89225905974769e-13,0.831990160400431,0.277,0.166,5.57396165994576e-09,"6","TMCO1"
6.0812539331813e-13,0.616667310573182,0.342,0.218,1.1719792580027e-08,"6","LY6E"
7.83149049621006e-13,0.784388645507228,0.273,0.164,1.5092848484296e-08,"6","SLC17A3"
1.12630068672533e-12,0.509817681851833,0.408,0.272,2.17060668345707e-08,"6","ARID5B"
1.17219283786766e-12,0.903027139816037,0.265,0.16,2.25905003713856e-08,"6","BICC1"
6.23915933390793e-12,0.682392125401713,0.252,0.149,1.20241078683074e-07,"6","SELENBP1"
1.49928429342577e-11,0.616970505949673,0.297,0.188,2.88942069029015e-07,"6","SPINT2"
1.50906889155736e-11,0.634195520641351,0.252,0.149,2.90827756780934e-07,"6","ENPEP"
4.40446403596057e-11,0.610475495407348,0.279,0.175,8.48828309010322e-07,"6","TMEM37"
6.6981275764395e-11,0.749431047118075,0.271,0.172,1.29086314653142e-06,"6","ZFP36L1"
2.74455395841109e-10,0.484434664897862,0.273,0.171,5.28930438864985e-06,"6","RGN"
2.82312939147121e-10,0.470345028992351,0.392,0.272,5.44073496324331e-06,"6","ECHDC2"
3.01370814313168e-10,0.389084240164826,0.41,0.281,5.80801833344337e-06,"6","STK19"
3.78450840574541e-10,0.592609825278854,0.295,0.194,7.29350459955255e-06,"6","RAB29"
4.20533816990847e-10,0.419417804597621,0.255,0.158,8.10452772104761e-06,"6","PPP1R1A"
4.83036980478712e-10,0.516568691401033,0.321,0.212,9.30908868778574e-06,"6","ENOSF1"
6.22995564614298e-10,0.370883551939289,0.455,0.318,1.20063705212468e-05,"6","PPP1R16A"
7.38613724047076e-10,0.702027564933585,0.269,0.176,1.42345636898353e-05,"6","EPCAM"
7.47227152604165e-10,0.440886404466991,0.437,0.318,1.44005616849875e-05,"6","CD164"
1.26850918823194e-09,0.338787304020329,0.618,0.484,2.4446709075606e-05,"6","CLTRN"
1.43059431557915e-09,0.559787639893287,0.3,0.2,2.75704136498413e-05,"6","TECR"
2.22909950262489e-09,0.621380425010911,0.294,0.199,4.29592056145868e-05,"6","CD59"
3.3000968232471e-09,0.301404051627435,0.495,0.365,6.35994659776181e-05,"6","TMEM59"
7.52799296166642e-09,0.351417580598287,0.516,0.394,0.000145079480357235,"6","CAMK2N1"
1.02269135262537e-08,0.480488121208462,0.329,0.228,0.000197093077477961,"6","SYPL1"
1.04974718730794e-08,0.544853407862122,0.347,0.249,0.000202307277937987,"6","RBPMS"
1.26858821948911e-08,0.274939404931576,0.376,0.263,0.000244482321659941,"6","CTSB"
3.60599585311702e-08,0.422313394143344,0.385,0.282,0.000694947520812712,"6","MCRIP2"
8.50335947533477e-08,0.385209415563567,0.284,0.192,0.00163876743808652,"6","ALDH1L1"
1.74325595901367e-07,0.281453477559266,0.35,0.247,0.00335960288421114,"6","MGST2"
1.76897730087186e-07,0.282517290204285,0.558,0.431,0.00340917305424025,"6","QPRT"
1.7712914457727e-07,0.406641994994802,0.266,0.18,0.00341363287429314,"6","CHPT1"
2.11315645084057e-07,0.394312859416817,0.297,0.207,0.00407247511205994,"6","NAPRT"
2.37379167635806e-07,0.362108803983656,0.332,0.238,0.00457477131867725,"6","EIF5B"
2.42039548768618e-07,0.519095621500237,0.25,0.17,0.00466458618386882,"6","REEP5"
3.11537826776976e-07,0.36455029664693,0.369,0.271,0.00600395699764589,"6","ASAH1"
3.31151813129951e-07,0.281288720749814,0.452,0.34,0.00638195774264042,"6","TSPAN1"
3.65574028051671e-07,0.49583453377111,0.279,0.197,0.00704534266861181,"6","CHMP4A"
4.51968417212215e-07,0.310368729254884,0.366,0.266,0.00871033533651381,"6","CLU"
5.02748869131791e-07,0.355761427263443,0.332,0.24,0.00968897620590788,"6","VAMP2"
8.10161338046888e-07,0.347519634720976,0.36,0.267,0.0156134293068396,"6","HDHD3"
9.88656474734601e-07,0.251809329189117,0.444,0.34,0.0190533875810852,"6","SMIM32"
1.19414071255435e-06,0.425834311616624,0.255,0.177,0.0230134798123474,"6","ACO1"
1.30853190802176e-06,0.258931849097336,0.294,0.207,0.0252180269313953,"6","PIGR"
2.81454638109572e-06,0.371979393001181,0.303,0.217,0.0542419378564767,"6","APLP2"
3.33482998241747e-06,0.441056223303664,0.339,0.254,0.0642688434211494,"6","YBX3"
3.34850097620388e-06,0.296801066484073,0.306,0.22,0.0645323108134012,"6","CTSA"
3.41880455064771e-06,0.376887529835193,0.316,0.233,0.0658872013000827,"6","HSP90B1"
5.44149816811891e-06,0.51704634129758,0.258,0.188,0.104868552695988,"6","SLC16A4"
7.85387750835898e-06,0.400495178905146,0.274,0.199,0.151359927341094,"6","CCDC198"
8.33467881441785e-06,0.317353366227914,0.319,0.235,0.160625930111461,"6","NAPSA"
1.1562071960649e-05,0.277397317741533,0.415,0.318,0.222824250825628,"6","PRODH2"
1.5399667176894e-05,0.304443545615918,0.265,0.191,0.296782385833101,"6","KIF22"
1.88394754837594e-05,0.32240682036821,0.455,0.371,0.363074371523012,"6","SEC62"
2.17729926128043e-05,0.339172374411678,0.353,0.272,0.419609113633964,"6","MAP3K13"
3.79421667031763e-05,0.285491355149669,0.332,0.254,0.731221436703614,"6","GABARAPL1"
0.000220793259546271,0.262869401591159,0.352,0.279,1,"6","PPIB"
0,4.23819620089739,1,0.116,0,"7","NEAT1"
0,4.37609362143295,0.839,0.046,0,"7","POLR2J3.1"
0,3.73413721738165,0.836,0.095,0,"7","RNF213"
0,3.63853961510418,1,0.286,0,"7","MALAT1"
0,2.87376861080275,0.786,0.101,0,"7","VMP1"
0,3.0679144878062,0.743,0.079,0,"7","SYNE2"
0,2.99172807165765,0.732,0.09,0,"7","PNISR"
0,3.38925266295411,0.659,0.05,0,"7","WSB1"
0,2.96965792696197,0.645,0.086,0,"7","SLC47A2"
0,3.42919288773725,0.605,0.054,0,"7","PPFIBP1"
0,3.12089799658941,0.593,0.056,0,"7","NRP1"
0,3.39268343386905,0.548,0.042,0,"7","UNC5CL"
0,2.94005933067051,0.53,0.05,0,"7","PABPN1"
0,4.06754441462732,0.491,0.026,0,"7","SORBS2"
0,4.06211677148564,0.475,0.021,0,"7","KCNQ1OT1"
0,3.9628583074788,0.445,0.021,0,"7","FTX"
0,4.68005705159169,0.402,0.011,0,"7","AC004951.1"
0,3.43689580295907,0.405,0.027,0,"7","CLSTN2"
0,3.5637298248966,0.402,0.027,0,"7","MACF1"
0,3.65010715996737,0.395,0.023,0,"7","PKHD1"
0,3.3167983618071,0.402,0.031,0,"7","ARHGEF28"
0,3.73958132289799,0.398,0.027,0,"7","RNF183"
0,3.14464744722006,0.37,0.027,0,"7","VPS13A"
0,5.02255851356103,0.33,0.007,0,"7","GOLGA8B"
0,4.09608514083499,0.332,0.015,0,"7","TTLL7"
0,4.78544268832127,0.32,0.008,0,"7","CNTNAP3B"
0,4.47032839509676,0.309,0.009,0,"7","RIC3"
0,3.65871937608373,0.298,0.017,0,"7","CCDC14"
0,8.11127828258136,0.28,0.002,0,"7","MEG3"
0,4.22353148131028,0.252,0.009,0,"7","EFHC1"
6.2103063550953e-319,2.9907136904675,0.409,0.033,1.19685024075397e-314,"7","NKTR"
1.01431677091208e-318,2.52608886233231,0.795,0.133,1.95479128090176e-314,"7","N4BP2L2"
1.32914528175504e-318,3.46747069782082,0.345,0.024,2.56152878699831e-314,"7","OXR1"
3.43893503469637e-317,2.68773264704606,0.718,0.109,6.62751559886685e-313,"7","DDX17"
5.9370904085414e-312,2.72222585014845,0.493,0.05,1.1441960635341e-307,"7","MUC20-OT1"
1.31982532000209e-308,3.4190640764219,0.282,0.016,2.54356735670803e-304,"7","LENG8"
2.54889419153624e-291,3.41033810276109,0.298,0.019,4.91222888592865e-287,"7","TIA1"
1.27393735675298e-288,2.7446538552952,0.609,0.085,2.45513207393434e-284,"7","ARHGAP29"
3.10370286044401e-288,3.26098866996869,0.325,0.023,5.98145615264769e-284,"7","RUFY3"
1.04180529317119e-286,3.08873444845939,0.398,0.036,2.00776716099952e-282,"7","MALT1"
5.63381888684097e-280,3.32698837911923,0.293,0.019,1.08574957587199e-275,"7","TTC14"
1.82395716933431e-278,2.92978958029512,0.361,0.03,3.51513025674109e-274,"7","RBM6"
1.253557564156e-270,2.53248233215895,0.559,0.074,2.41585613764144e-266,"7","NTN4"
2.57089592486771e-268,3.07033698353579,0.316,0.024,4.95463062640504e-264,"7","ATXN2"
8.68253497246779e-254,2.72443065147123,0.391,0.038,1.67329813989399e-249,"7","RSRP1"
1.70602551391492e-253,2.83120090070115,0.339,0.029,3.28785237041682e-249,"7","ARID1B"
1.71993396270823e-241,2.36577046703078,0.541,0.076,3.3146567329313e-237,"7","LUC7L3"
3.46954194484432e-240,3.38143305742459,0.27,0.019,6.68650123610397e-236,"7","HS3ST1"
7.53384747825325e-238,2.65452385907281,0.405,0.044,1.45192308600897e-233,"7","PNN"
5.35595893643238e-233,2.76368417014051,0.411,0.047,1.03220040622925e-228,"7","PAPPA"
2.67272123663363e-229,2.34860146389512,0.53,0.077,5.15086836724034e-225,"7","CHD9"
2.27272632851654e-225,2.83581132546186,0.35,0.035,4.37999818031707e-221,"7","TRPM3"
1.28237892303979e-224,2.46999133024281,0.389,0.043,2.47140066048228e-220,"7","ASH1L"
1.64793929562515e-224,2.67416012442831,0.348,0.034,3.17590861052879e-220,"7","PAX2"
2.15028660902455e-220,2.94265792685688,0.266,0.02,4.14403235291211e-216,"7","GABPB1-AS1"
1.9469456495717e-218,2.84205624128024,0.323,0.031,3.75215365585459e-214,"7","LRRK2"
5.03602415337199e-217,2.2349677914058,0.693,0.139,9.7054257483785e-213,"7","PAX8"
7.6089872784573e-217,2.10348750373972,0.798,0.186,1.46640402830429e-212,"7","ZBTB20"
4.06175925432124e-216,2.75599020847785,0.389,0.045,7.82782243492789e-212,"7","PPP2R3A"
2.92001410109999e-213,2.70399673000475,0.325,0.032,5.62745117563989e-209,"7","NSD1"
1.40974314484328e-212,2.92642594215601,0.273,0.022,2.71685698874196e-208,"7","KANSL1"
